Building_Meter,FALSE,TRUE,PCNT
59.0 - BLD 12_8125758,101,2,0.019417476
59.0 - BLD 13_8301040,101,2,0.019417476
59.0 - BLD 14_8301054,101,2,0.019417476
59.0 - BLD 15_8096391,99,4,0.038834951
6.0 - VLADECK BLD 01_8362640,101,2,0.019417476
6.0 - VLADECK BLD 02_8362646,99,4,0.038834951
6.0 - VLADECK BLD 03_8362643,101,2,0.019417476
6.0 - VLADECK BLD 04_8362645,101,2,0.019417476
6.0 - VLADECK BLD 05_8362647,101,2,0.019417476
6.0 - VLADECK BLD 06_8362644,100,3,0.029126214
6.0 - VLADECK BLD 07_8362638,101,2,0.019417476
6.0 - VLADECK BLD 08_8362675,100,3,0.029126214
6.0 - VLADECK BLD 09_8362674,100,3,0.029126214
6.0 - VLADECK BLD 10_8362673,100,3,0.029126214
6.0 - VLADECK BLD 11_8362676,99,4,0.038834951
6.0 - VLADECK BLD 12_8095301,101,2,0.019417476
6.0 - VLADECK BLD 13_8362666,101,2,0.019417476
6.0 - VLADECK BLD 14_8362677,100,3,0.029126214
6.0 - VLADECK BLD 15_8362667,99,4,0.038834951
6.0 - VLADECK BLD 16_8362649,101,2,0.019417476
6.0 - VLADECK BLD 17_8362668,99,4,0.038834951
6.0 - VLADECK BLD 18_8362648,63,2,0.030769231
6.0 - VLADECK BLD 18_8362671,62,3,0.046153846
6.0 - VLADECK BLD 19_8362642,101,2,0.019417476
6.0 - VLADECK BLD 20_8362672,99,4,0.038834951
60.0 - BARUCH BLD 01_7929545,87,2,0.02247191
60.0 - BARUCH BLD 02_7929540,86,2,0.022727273
60.0 - BARUCH BLD 03_7929541,86,2,0.022727273
60.0 - BARUCH BLD 04_7929999,85,3,0.034090909
60.0 - BARUCH BLD 05_8142781,87,2,0.02247191
60.0 - BARUCH BLD 06_7929539,85,3,0.034090909
60.0 - BARUCH BLD 07_8142793,85,3,0.034090909
60.0 - BARUCH BLD 07_8142999,87,1,0.011363636
60.0 - BARUCH BLD 08_8096617,88,1,0.011235955
60.0 - BARUCH BLD 09_7929559,86,2,0.022727273
60.0 - BARUCH BLD 10_7929561,86,2,0.022727273
60.0 - BARUCH BLD 11_8142786,87,1,0.011363636
60.0 - BARUCH BLD 13_8142990,86,2,0.022727273
60.0 - BARUCH BLD 14_7929556,87,1,0.011363636
60.0 - BARUCH BLD 15_8142797,86,2,0.022727273
60.0 - BARUCH BLD 16_8142792,86,3,0.033707865
60.0 - BARUCH BLD 17_7929553,86,3,0.033707865
60.0 - BLD 12_8746982,99,2,0.01980198
60.0 - BLD 13_5648168,101,2,0.019417476
61.0 - BLD 24_7424238,97,4,0.03960396
61.0 - VAN DYKE I BLD 02_8322414,100,1,0.00990099
61.0 - VAN DYKE I BLD 03_8322425,95,3,0.030612245
61.0 - VAN DYKE I BLD 04_8322422,100,1,0.00990099
61.0 - VAN DYKE I BLD 05_8322421,100,1,0.00990099
61.0 - VAN DYKE I BLD 06_8322423,95,6,0.059405941
61.0 - VAN DYKE I BLD 07_8322440,98,3,0.02970297
61.0 - VAN DYKE I BLD 08_8322438,98,3,0.02970297
61.0 - VAN DYKE I BLD 09_8322416,100,1,0.00990099
61.0 - VAN DYKE I BLD 10_8095217,100,1,0.00990099
61.0 - VAN DYKE I BLD 11_8322430,95,2,0.020618557
61.0 - VAN DYKE I BLD 12_8322432,96,2,0.020408163
61.0 - VAN DYKE I BLD 13_8322439,99,2,0.01980198
61.0 - VAN DYKE I BLD 14_8322429,100,1,0.00990099
61.0 - VAN DYKE I BLD 15_8322426,100,1,0.00990099
61.0 - VAN DYKE I BLD 17_8322427,100,1,0.00990099
61.0 - VAN DYKE I BLD 18_8095206,97,1,0.010204082
61.0 - VAN DYKE I BLD 19_8095209,96,5,0.04950495
61.0 - VAN DYKE I BLD 20_8095210,96,5,0.04950495
61.0 - VAN DYKE I BLD 21_8095308,96,2,0.020408163
61.0 - VAN DYKE I BLD 22_8095307,97,4,0.03960396
62.0 - WASHINGTON BLD 01_8094997,69,6,0.08
62.0 - WASHINGTON BLD 02_8661575,70,6,0.078947368
62.0 - WASHINGTON BLD 03_8266713,69,7,0.092105263
62.0 - WASHINGTON BLD 04_8094998,70,6,0.078947368
62.0 - WASHINGTON BLD 05_8095002,70,6,0.078947368
62.0 - WASHINGTON BLD 06_7833973,87,7,0.074468085
62.0 - WASHINGTON BLD 07_8095001,71,4,0.053333333
62.0 - WASHINGTON BLD 08_8094999,69,6,0.08
62.0 - WASHINGTON BLD 09_8266702,70,6,0.078947368
62.0 - WASHINGTON BLD 10_8094995,70,6,0.078947368
62.0 - WASHINGTON BLD 11_8095000,70,6,0.078947368
62.0 - WASHINGTON BLD 12_8266703,70,6,0.078947368
62.0 - WASHINGTON BLD 13_8266712,71,5,0.065789474
62.0 - WASHINGTON BLD 14_8266709,69,7,0.092105263
62.0 - WASHINGTON BLD 15_8266710,72,4,0.052631579
63.0 - BLD 01_8096643,84,2,0.023255814
63.0 - BLD 02_7929881,83,3,0.034883721
63.0 - BLD 03_7929956,85,1,0.011627907
63.0 - BLD 04_7929952,85,1,0.011627907
63.0 - BLD 05_8142994,85,1,0.011627907
63.0 - BLD 06_8142993,85,1,0.011627907
63.0 - BLD 07_8096618,84,2,0.023255814
63.0 - BLD 08_8096641,84,2,0.023255814
63.0 - BLD 09_7929879,82,4,0.046511628
63.0 - BLD 10_8096616,85,1,0.011627907
63.0 - BLD 11_8125318,82,4,0.046511628
63.0 - BLD 12_8142996,85,1,0.011627907
63.0 - BLD 13_8142995,80,6,0.069767442
63.0 - BLD 14_8096579,82,3,0.035294118
63.0 - BLD 15_8096642,85,1,0.011627907
63.0 - BLD 16_7929629,55,2,0.035087719
63.0 - BLD 17_8142991,85,1,0.011627907
63.0 - BLD 18_7929604,85,1,0.011627907
63.0 - BLD 19_7929861,85,1,0.011627907
63.0 - BLD 20_8096639,84,2,0.023255814
63.0 - BLD 21_8142992,85,1,0.011627907
63.0 - BLD 23_7929872,84,1,0.011764706
63.0 - BLD 23_8096644,85,1,0.011627907
63.0 - BLD 24_8095305,84,1,0.011764706
63.0 - BLD 25_8095222,84,1,0.011764706
63.0 - BLD 26_7929868,83,2,0.023529412
63.0 - BLD 27_8096615,84,1,0.011764706
63.0 - BLD 28_7929953,81,4,0.047058824
63.0 - BLD 29_8095306,84,1,0.011764706
64.0 - BLD 14_7834916,100,3,0.029126214
64.0 - JEFFERSON BLD 01_8093695,76,1,0.012987013
64.0 - JEFFERSON BLD 02_8093693,73,4,0.051948052
64.0 - JEFFERSON BLD 03_8093711,75,2,0.025974026
64.0 - JEFFERSON BLD 04_8093705,69,8,0.103896104
64.0 - JEFFERSON BLD 05_8093688,75,2,0.025974026
64.0 - JEFFERSON BLD 06_8093692,75,2,0.025974026
64.0 - JEFFERSON BLD 07_8093706,75,2,0.025974026
64.0 - JEFFERSON BLD 08_8093707,74,3,0.038961039
64.0 - JEFFERSON BLD 09_8093696,75,2,0.025974026
64.0 - JEFFERSON BLD 10_8093687,76,1,0.012987013
64.0 - JEFFERSON BLD 11_8093702,74,3,0.038961039
64.0 - JEFFERSON BLD 12_8093700,70,7,0.090909091
64.0 - JEFFERSON BLD 13_8093686,70,7,0.090909091
64.0 - JEFFERSON BLD 15_8093697,76,1,0.012987013
64.0 - JEFFERSON BLD 16_8093689,74,3,0.038961039
64.0 - JEFFERSON BLD 17_8093701,72,5,0.064935065
64.0 - JEFFERSON BLD 18_8093690,75,2,0.025974026
65.0 - BLD 01_7889951,101,2,0.019417476
65.0 - BLD 02_8095593,99,4,0.038834951
65.0 - BLD 03_7889966,100,3,0.029126214
65.0 - BLD 04_7889999,100,3,0.029126214
65.0 - BLD 09_7889954,99,2,0.01980198
65.0 - BLD 10_7890000,99,4,0.038834951
65.0 - BLD 11_7889980,101,2,0.019417476
65.0 - BLD 12_8095594,101,2,0.019417476
65.0 - BLD 13_8095586,100,3,0.029126214
66.0 - NA_8095488,95,4,0.04040404
66.0 - NA_8095490,94,5,0.050505051
66.0 - SOUTH JAMAICA II BLD 13_8095491,95,4,0.04040404
66.0 - SOUTH JAMAICA II BLD 14_8095484,95,4,0.04040404
66.0 - SOUTH JAMAICA II BLD 15_8095498,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 16_8095502,94,5,0.050505051
66.0 - SOUTH JAMAICA II BLD 17_8095494,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 18_8095500,97,2,0.02020202
66.0 - SOUTH JAMAICA II BLD 19_8095486,95,4,0.04040404
66.0 - SOUTH JAMAICA II BLD 20_8095499,98,1,0.01010101
66.0 - SOUTH JAMAICA II BLD 21_8095508,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 22_8095509,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 23_8095495,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 24_8095506,94,5,0.050505051
66.0 - SOUTH JAMAICA II BLD 25_8095510,93,6,0.060606061
66.0 - SOUTH JAMAICA II BLD 27_8095496,96,3,0.03030303
67.0 - BLD 01_8322417,66,1,0.014925373
67.0 - BLD 01_8362723,66,1,0.014925373
67.0 - BLD 02_8322442,65,2,0.029850746
67.0 - BLD 02_8362703,66,1,0.014925373
67.0 - BLD 04_8322444,101,2,0.019417476
67.0 - BLD 05_8322443,98,5,0.048543689
67.0 - BLD 06_8322419,101,2,0.019417476
67.0 - BLD 07_8362724,101,2,0.019417476
67.0 - BLD 08_8362627,101,2,0.019417476
67.0 - BLD 09_8322420,100,3,0.029126214
67.0 - BLD 11_8362725,101,2,0.019417476
67.0 - BLD 12_8362705,98,5,0.048543689
67.0 - BLD 13_8362722,101,2,0.019417476
67.0 - BLD 14_8322418,101,2,0.019417476
67.0 - BLD 15_8362626,100,3,0.029126214
67.0 - BLD 16_8362628,100,3,0.029126214
67.0 - BLD 17_8362717,101,2,0.019417476
67.0 - BLD 18_8362714,101,2,0.019417476
67.0 - BLD 19_8362716,101,2,0.019417476
67.0 - BLD 21_8362702,101,2,0.019417476
67.0 - BLD 22_8362690,101,2,0.019417476
67.0 - BLD 23_8362692,100,3,0.029126214
67.0 - BLD 24_8362691,101,2,0.019417476
67.0 - BLD 25_8362693,101,2,0.019417476
67.0 - BLD 26_8322441,101,2,0.019417476
67.0 - BLD 27_8362704,99,4,0.038834951
67.0 - BLD 28_8362715,101,2,0.019417476
67.0 - BLD 31 - Community Center_8350391,63,5,0.073529412
68.0 - BLD 01_8125375,99,1,0.01
68.0 - BLD 02_8125387,99,1,0.01
68.0 - BLD 03_8125315,99,1,0.01
68.0 - BLD 04_8125369,99,1,0.01
68.0 - BLD 05_8125314,98,2,0.02
68.0 - BLD 06_8125381,99,1,0.01
68.0 - BLD 07_8125312,99,1,0.01
68.0 - BLD 08_8125329,99,1,0.01
68.0 - BLD 09_8125311,99,1,0.01
68.0 - BLD 10_8125371,98,2,0.02
68.0 - BLD 11_8125372,97,3,0.03
68.0 - BLD 12_8125379,99,1,0.01
68.0 - BLD 13_8125330,99,1,0.01
68.0 - BLD 14_8125367,98,2,0.02
68.0 - BLD 15_8125328,99,1,0.01
69.0 - BLD 01_7833993,98,5,0.048543689
69.0 - BLD 02_7833949,101,2,0.019417476
69.0 - BLD 03_7833951,100,3,0.029126214
69.0 - BLD 04_7833955,98,5,0.048543689
69.0 - BLD 05_7833952,101,2,0.019417476
69.0 - BLD 06_7833956,100,3,0.029126214
69.0 - BLD 07_8009844,100,3,0.029126214
69.0 - BLD 08_7833957,101,2,0.019417476
69.0 - BLD 09_7833947,100,3,0.029126214
69.0 - BLD 10_8009845,100,3,0.029126214
69.0 - BLD 11_8009850,100,3,0.029126214
7.0 - VLADECK II BLD 21_8362670,101,2,0.019417476
7.0 - VLADECK II BLD 22_8362639,90,1,0.010989011
7.0 - VLADECK II BLD 23_8362669,98,5,0.048543689
70.0 - BLD 02_8095178,83,2,0.023529412
70.0 - BLD 03_8095175,84,1,0.011764706
70.0 - BLD 04_8095176,84,1,0.011764706
70.0 - BLD 05_8095183,82,3,0.035294118
70.0 - BLD 06_8095185,83,2,0.023529412
70.0 - BLD 07_8095172,82,3,0.035294118
70.0 - BLD 08_8095184,84,1,0.011764706
70.0 - BLD 09_8095181,84,1,0.011764706
70.0 - BLD 13_8095186,83,2,0.023529412
70.0 - BLD 14_8095174,83,2,0.023529412
70.0 - BLD 15_8095171,82,3,0.035294118
71.0 - SOUNDVIEW BLD 01_8322410,63,3,0.045454545
71.0 - SOUNDVIEW BLD 02_8362641,64,2,0.03030303
71.0 - SOUNDVIEW BLD 03_8362601,61,5,0.075757576
71.0 - SOUNDVIEW BLD 04_8322341,62,4,0.060606061
71.0 - SOUNDVIEW BLD 05_8362636,64,2,0.03030303
71.0 - SOUNDVIEW BLD 06_8362637,62,4,0.060606061
71.0 - SOUNDVIEW BLD 07_8362633,65,1,0.015151515
71.0 - SOUNDVIEW BLD 08_8322350,60,6,0.090909091
71.0 - SOUNDVIEW BLD 09_8362599,64,2,0.03030303
71.0 - SOUNDVIEW BLD 11_8362631,63,3,0.045454545
71.0 - SOUNDVIEW BLD 12_8362600,64,2,0.03030303
71.0 - SOUNDVIEW BLD 13_8362598,63,3,0.045454545
72.0 - BLD 01_7466814,101,2,0.019417476
72.0 - BLD 02_7250717,101,2,0.019417476
72.0 - BLD 03_7693367,96,7,0.067961165
72.0 - BLD 04_7382865,100,3,0.029126214
72.0 - BLD 05_7372790,100,3,0.029126214
72.0 - BLD 06_7284635,100,3,0.029126214
72.0 - BLD 07_7284625,99,4,0.038834951
72.0 - BLD 09_7372650,98,5,0.048543689
72.0 - BLD 10_7284664,100,3,0.029126214
73.0 - BLD 01 - Community Center_7424132,98,5,0.048543689
73.0 - BLD 02_8321869,99,1,0.01
73.0 - BLD 03_8321900,97,3,0.03
73.0 - BLD 04_8322217,99,1,0.01
73.0 - BLD 05_8321970,99,1,0.01
73.0 - BLD 07_7424148,88,4,0.043478261
73.0 - BLD 08_8095164,98,2,0.02
73.0 - BLD 10_8321872,98,2,0.02
73.0 - BLD 12_8321888,98,2,0.02
74.0 - BLD 01_8096718,75,1,0.013157895
74.0 - BLD 02_8096689,73,3,0.039473684
74.0 - BLD 03_8096710,75,1,0.013157895
74.0 - BLD 05_8096698,74,2,0.026315789
74.0 - BLD 06_8096706,75,1,0.013157895
74.0 - BLD 07_8096713,75,2,0.025974026
74.0 - BLD 08_8266793,74,2,0.026315789
74.0 - BLD 09_8096707,70,6,0.078947368
74.0 - BLD 10_8266786,73,3,0.039473684
74.0 - BLD 11_8096695,74,2,0.026315789
74.0 - BLD 12_8572086,75,1,0.013157895
74.0 - BLD 13_8266796,75,1,0.013157895
74.0 - BLD 14_8266795,74,2,0.026315789
74.0 - BLD 15_8096699,75,1,0.013157895
74.0 - BLD 16_8096697,75,2,0.025974026
74.0 - BLD 17_8096702,74,2,0.026315789
74.0 - BLD 18_8096691,74,2,0.026315789
74.0 - BLD 18_8096716,73,3,0.039473684
74.0 - BLD 19_8096701,74,2,0.026315789
74.0 - BLD 20_8096711,75,1,0.013157895
74.0 - BLD 21_8096703,75,1,0.013157895
74.0 - BLD 22_8096687,75,1,0.013157895
75.0 - BLD 01_301226,86,2,0.022727273
75.0 - BLD 08_99268475,100,3,0.029126214
76.0 - BLD 02_8362661,99,1,0.01
76.0 - BLD 03_8362658,97,3,0.03
76.0 - BLD 04_8322091,99,1,0.01
76.0 - BLD 05_8362659,62,1,0.015873016
76.0 - BLD 05_8362660,61,2,0.031746032
76.0 - BLD 06_8322371,98,2,0.02
76.0 - BLD 07_8322370,99,1,0.01
76.0 - BLD 08_8322368,98,2,0.02
76.0 - BLD 09_8362655,96,4,0.04
77.0 - BLD 03_7383346,100,3,0.029126214
77.0 - BLD 04_7383356,99,4,0.038834951
77.0 - BLD 05_5922312,100,1,0.00990099
77.0 - BLD 06_6654896,101,2,0.019417476
77.0 - NA_7125034,44,8,0.153846154
78.0 - BLD 01_7929647,96,7,0.067961165
78.0 - BLD 02_7889940,99,4,0.038834951
78.0 - BLD 03_8010017,100,3,0.029126214
78.0 - BLD 05_7929658,96,7,0.067961165
78.0 - BLD 06_7929660,94,9,0.087378641
8.0 - SOUTH JAMAICA I BLD 01_8095489,98,1,0.01010101
8.0 - SOUTH JAMAICA I BLD 02_8095487,95,4,0.04040404
8.0 - SOUTH JAMAICA I BLD 03_8095492,94,5,0.050505051
8.0 - SOUTH JAMAICA I BLD 04_8095503,95,4,0.04040404
8.0 - SOUTH JAMAICA I BLD 05_8095501,91,8,0.080808081
8.0 - SOUTH JAMAICA I BLD 06_8095505,95,4,0.04040404
8.0 - SOUTH JAMAICA I BLD 07_8095507,96,3,0.03030303
8.0 - SOUTH JAMAICA I BLD 08_8095497,97,2,0.02020202
8.0 - SOUTH JAMAICA I BLD 09_8095493,91,8,0.080808081
8.0 - SOUTH JAMAICA I BLD 10_8095504,98,1,0.01010101
8.0 - SOUTH JAMAICA I BLD 11_8095485,93,6,0.060606061
80.0 - BLD 01_8350750,99,4,0.038834951
80.0 - BLD 02_8350751,99,4,0.038834951
80.0 - BLD 03_8350749,98,5,0.048543689
80.0 - BLD 04_8322192,101,2,0.019417476
80.0 - BLD 05_8350748,99,3,0.029411765
80.0 - BLD 06_8350746,99,4,0.038834951
80.0 - BLD 07_8350747,98,5,0.048543689
80.0 - BLD 08_8350752,99,4,0.038834951
80.0 - BLD 09_8350181,97,6,0.058252427
80.0 - BLD 10_8349971,97,6,0.058252427
80.0 - BLD 11_8350753,99,2,0.01980198
80.0 - BLD 12_8350180,96,7,0.067961165
80.0 - BLD 13_8350133,100,3,0.029126214
80.0 - BLD 14_8350179,98,5,0.048543689
81.0 - BLD 01_6251008,100,3,0.029126214
81.0 - BLD 02_6251015,101,2,0.019417476
81.0 - BLD 03_8256039,69,5,0.067567568
81.0 - BLD 04_7976396,100,3,0.029126214
81.0 - BLD 05_7834091,95,1,0.010416667
81.0 - BLD 06_6432604,101,2,0.019417476
82.0 - DOUGLASS I BLD 16_8322353,97,4,0.03960396
82.0 - DOUGLASS I BLD 17_8322358,91,10,0.099009901
83.0 - BLD 04_8300971,101,2,0.019417476
83.0 - BLD 05_8300952,99,4,0.038834951
83.0 - BLD 06_8300979,99,4,0.038834951
83.0 - BLD 07_8300981,96,7,0.067961165
83.0 - BLD 08_8125373,99,4,0.038834951
83.0 - BLD 09_8267453,99,4,0.038834951
83.0 - BLD 10_8300978,97,6,0.058252427
83.0 - BLD 11_8300998,98,5,0.048543689
83.0 - BLD 12_8267454,98,5,0.048543689
83.0 - BLD 13_8300970,95,7,0.068627451
83.0 - BLD 14_8300968,100,3,0.029126214
83.0 - BLD 15_8300988,97,6,0.058252427
83.0 - BLD 16_8300974,95,8,0.077669903
83.0 - BLD 17_8300992,99,4,0.038834951
83.0 - BLD 18_8300996,94,9,0.087378641
83.0 - BLD 19_8267456,96,7,0.067961165
83.0 - BLD 20_8300995,97,6,0.058252427
83.0 - BLD 21_8300972,97,6,0.058252427
83.0 - BLD 22_8300973,97,6,0.058252427
83.0 - BLD 23_8300967,96,7,0.067961165
83.0 - BLD 24_8300991,97,6,0.058252427
83.0 - BLD 25_8300980,101,2,0.019417476
83.0 - BLD 26_8300993,93,10,0.097087379
83.0 - BLD 27_8300976,99,4,0.038834951
83.0 - BLD 28_8300994,98,5,0.048543689
83.0 - BLD 29_8300975,100,3,0.029126214
84.0 - BLD 01_8125779,83,3,0.034883721
84.0 - BLD 02_8125783,81,5,0.058139535
84.0 - BLD 03_8125767,81,5,0.058139535
84.0 - BLD 04_8125769,80,6,0.069767442
84.0 - BLD 05_8125770,85,1,0.011627907
84.0 - BLD 06_8096608,83,3,0.034883721
84.0 - BLD 07_8125768,101,2,0.019417476
84.0 - BLD 08_8125771,83,3,0.034883721
84.0 - BLD 09_8125778,100,3,0.029126214
85.0 - ALBANY II BLD 07_6026253,73,3,0.039473684
85.0 - ALBANY II BLD 08_5081862,74,2,0.026315789
85.0 - ALBANY II BLD 09_5081863,70,6,0.078947368
86.0 - BLD 01_7141435,98,2,0.02
86.0 - BLD 02_7166147,91,10,0.099009901
86.0 - BLD 03_7161621,99,2,0.01980198
86.0 - BLD 04_7161630,100,1,0.00990099
86.0 - BLD 05_7141437,99,1,0.01
86.0 - BLD 06_7161622,99,2,0.01980198
86.0 - BLD 07_7161620,98,3,0.02970297
86.0 - BLD 08_7161619,98,2,0.02
87.0 - BLD 01_8142958,61,2,0.031746032
87.0 - BLD 02_8142945,62,1,0.015873016
87.0 - BLD 03_8142943,59,4,0.063492063
87.0 - BLD 04_8142959,59,4,0.063492063
87.0 - BLD 05_8142967,61,2,0.031746032
87.0 - BLD 06_8142944,62,1,0.015873016
87.0 - BLD 07_8142973,59,4,0.063492063
87.0 - BLD 08_8142946,61,2,0.031746032
87.0 - BLD 09_8142960,61,2,0.031746032
88.0 - BLD 01_8350206,61,7,0.102941176
88.0 - BLD 01_8350351,66,2,0.029411765
88.0 - BLD 03_8350353,66,2,0.029411765
88.0 - BLD 04_8349970,66,3,0.043478261
88.0 - BLD 05_8350205,66,2,0.029411765
88.0 - BLD 06_8350352,66,2,0.029411765
88.0 - BLD 07_8350346,67,1,0.014705882
88.0 - BLD 08_8349973,100,3,0.029126214
88.0 - BLD 09_8350348,63,5,0.073529412
88.0 - BLD 10_8350350,66,2,0.029411765
88.0 - BLD 11_8350347,99,4,0.038834951
88.0 - BLD 12_8350132,99,4,0.038834951
89.0 - BLD 01_8231994,97,5,0.049019608
89.0 - BLD 02_8232066,67,1,0.014705882
89.0 - BLD 03_8232047,100,3,0.029126214
89.0 - BLD 04_8232045,101,2,0.019417476
89.0 - BLD 05_8232057,100,3,0.029126214
89.0 - BLD 06_8232046,99,4,0.038834951
89.0 - BLD 07_7719184,101,2,0.019417476
89.0 - BLD 08_7573701,101,2,0.019417476
89.0 - BLD 09_8232056,95,8,0.077669903
89.0 - BLD 10_8232055,67,2,0.028985507
89.0 - BLD 11_8232067,100,3,0.029126214
89.0 - BLD 12_8232065,67,1,0.014705882
89.0 - BLD 13_6774512,101,2,0.019417476
89.0 - BLD 14_6356892,100,2,0.019607843
89.0 - BLD 15_6432246,101,2,0.019417476
89.0 - BLD 16_7719133,98,5,0.048543689
89.0 - BLD 17_7271963,99,4,0.038834951
89.0 - BLD 18_7695016,101,2,0.019417476
89.0 - BLD 19_7504980,97,4,0.03960396
89.0 - BLD 20_5537192,98,5,0.048543689
89.0 - BLD 21_7725428,100,3,0.029126214
89.0 - BLD 22_6598841,101,2,0.019417476
89.0 - BLD 23 - Community Center_7861436,101,2,0.019417476
9.0 - BLD 01_7929671,98,2,0.02
9.0 - BLD 01_7930059,98,2,0.02
9.0 - BLD 02_7929699,97,3,0.03
9.0 - BLD 03_7929680,95,5,0.05
9.0 - BLD 04_7929694,98,2,0.02
9.0 - BLD 05_7930054,99,1,0.01
9.0 - BLD 06_7929579,98,2,0.02
9.0 - BLD 07_7930053,97,4,0.03960396
9.0 - BLD 08_7930046,98,2,0.02
9.0 - BLD 09_8362678,62,2,0.03125
9.0 - BLD 10_7930041,98,2,0.02
91.0 - BLD 01_6147322,57,3,0.05
91.0 - BLD 02_6148190,53,1,0.018518519
91.0 - BLD 03_7874338,98,5,0.048543689
92.0 - BLD 11_7692864,64,1,0.015384615
92.0 - BLD 15_5706695,63,2,0.030769231
92.0 - BLD 16_7161509,63,2,0.030769231
92.0 - BLD 17_5178135,61,4,0.061538462
92.0 - BLD 20_6316120,62,3,0.046153846
92.0 - BLD 21_6853046,64,1,0.015384615
92.0 - BLD 22_6815165,60,5,0.076923077
92.0 - BLD 25 - Community Center_8078351,99,2,0.01980198
93.0 - BLD 01_7890040,98,5,0.048543689
93.0 - BLD 02 - Community Center_6938198,98,4,0.039215686
93.0 - BLD 02_8008779,100,3,0.029126214
93.0 - BLD 03_8008789,100,3,0.029126214
93.0 - BLD 04_7890050,100,3,0.029126214
93.0 - BLD 05_7929777,99,4,0.038834951
93.0 - BLD 06_8075321,100,3,0.029126214
96.0 - BLD 01_5922430,99,4,0.038834951
96.0 - BLD 02_8802096,101,2,0.019417476
96.0 - BLD 03_8072599,95,3,0.030612245
96.0 - BLD 04_6867055,101,2,0.019417476
96.0 - BLD 05_5922332,96,6,0.058823529
96.0 - BLD 06_8072600,100,3,0.029126214
96.0 - BLD 07_7719186,101,2,0.019417476
96.0 - BLD 08_5922010,101,2,0.019417476
97.0 - BLD 01_6689046,101,2,0.019417476
97.0 - BLD 02_6647840,101,2,0.019417476
97.0 - BLD 03_8205892,72,4,0.052631579
97.0 - BLD 04_6623223,94,9,0.087378641
97.0 - BLD 05_6852189,101,2,0.019417476
97.0 - BLD 09_6458213,101,2,0.019417476
97.0 - BLD 09_6852169,94,1,0.010526316
97.0 - BLD 10 - Community Center_7294308,97,1,0.010204082
97.0 - BLD 10 - Community Center_7694984,99,4,0.038834951
98.0 - BLD 14_99800010,57,1,0.017241379
98.0 - BLD 15_99275963,97,5,0.049019608
98.0 - BLD 15_99277502,100,2,0.019607843
99.0 - BLD 01_7574708,97,6,0.058252427
99.0 - BLD 02_7165928,97,4,0.03960396
99.0 - BLD 03_7861469,97,4,0.03960396
99.0 - BLD 04_7382884,98,4,0.039215686
99.0 - BLD 05_7574878,99,4,0.038834951
999.0 - BLD 04_6774523,59,2,0.032786885
999.0 - BLD 07_5911415,58,3,0.049180328
999.0 - BLD 07_6852194,60,1,0.016393443
999.0 - BLD 08_6147920,55,6,0.098360656